Company,Role,Job Title,Country,Gender,Qualification,Work Type,Experience,Salary ($),Job Portal,Company Value ($M),Latitude,Posting Date
Walsh-Smith,Data Scientist,Data Scientist,Germany,Male,B.Tech,Full time,2.3,5912.25,Monster,4.18,-56.96839776870654,2023-07-02
"Hernandez, Henry and Roberts",Account Director,Data Scientist,Australia,Female,MBA,Contract,0.4,11539.58,Indeed,6.41,-66.90707543854938,2023-03-07
Crawford-Morrison,Aerospace Engineer,Data Scientist,Brazil,Female,B.Tech,Intern,6.0,11350.74,LinkedIn,1.36,59.97537301382212,2023-01-09
"Bradley, Hernandez and Hancock",Account Director,Aerospace Engineer,Australia,Female,M.Tech,Full time,8.8,19454.29,Monster,7.7,-66.90707543854938,2023-07-31
"Humphrey, Nash and Lee",Cloud Architect,Aerospace Engineer,UK,Male,B.Tech,Contract,5.0,17199.69,Indeed,2.12,-26.85430197714004,2023-07-06
"Bradley, Hernandez and Hancock",UX Designer,Account Director,India,Male,B.Tech,Contract,2.1,5743.1,LinkedIn,7.93,-3.9308056415674457,2023-06-13
"Hartman, Jones and Pace",Art Teacher,Account Director,Germany,Female,B.Tech,Part time,1.9,17880.12,Naukri,8.84,-56.96839776870654,2023-01-27
Crawford-Morrison,Account Director,Account Director,France,Male,B.Tech,Intern,8.1,9948.91,LinkedIn,0.95,51.174083616024376,2023-01-10
"Hutchinson, Snyder and Bennett",Data Scientist,Data Scientist,France,Female,B.Tech,Intern,9.0,5801.39,Naukri,3.79,51.174083616024376,2023-12-21
White Group,Account Director,Art Teacher,Germany,Male,B.Tech,Full time,2.5,5385.42,Naukri,3.51,-56.96839776870654,2023-09-16
"Mullen, Hall and Torres",Art Teacher,Data Scientist,Germany,Male,M.Tech,Contract,3.5,6011.67,Naukri,9.09,-56.96839776870654,2023-10-18
Thomas-Johnson,Data Scientist,Art Teacher,Brazil,Female,B.Tech,Intern,0.8,8324.25,Monster,6.64,59.97537301382212,2023-02-11
Crawford-Morrison,Data Scientist,Account Director,Australia,Male,B.Tech,Part time,5.6,14119.19,Naukri,8.33,-66.90707543854938,2023-05-13
"Cabrera, Lee and Caldwell",UX Designer,Art Teacher,USA,Female,B.Tech,Contract,6.8,12544.75,Indeed,7.58,66.92586787149776,2023-07-24
Thomas-Johnson,Cloud Architect,Data Scientist,UK,Male,PhD,Full time,7.7,19445.9,LinkedIn,5.13,-26.85430197714004,2023-10-30
"Hutchinson, Snyder and Bennett",Art Teacher,Account Director,USA,Female,B.Tech,Part time,9.0,10035.36,Naukri,8.29,66.92586787149776,2023-05-11
"Bradley, Hernandez and Hancock",UX Designer,Art Teacher,Germany,Male,B.Tech,Full time,1.6,19474.85,Monster,5.51,-56.96839776870654,2023-11-16
Bates-Juarez,Art Teacher,Data Scientist,UK,Female,B.Tech,Part time,4.3,11960.68,LinkedIn,0.85,-26.85430197714004,2023-07-21
"Alvarado, Mcbride and Valenzuela",Cloud Architect,Account Director,India,Female,B.Tech,Part time,5.0,18054.29,LinkedIn,3.79,-3.9308056415674457,2023-05-08
Hayes-Miller,UX Designer,Art Teacher,USA,Female,B.Tech,Intern,6.2,11664.25,Monster,2.59,66.92586787149776,2023-09-02
"Hartman, Jones and Pace",Cloud Architect,Account Director,India,Male,M.Tech,Part time,0.1,18633.89,LinkedIn,1.7,-3.9308056415674457,2023-10-11
Thomas-Johnson,Data Engineer,Art Teacher,USA,Male,B.Tech,Intern,9.9,16378.98,Monster,4.02,66.92586787149776,2023-03-02
Williams-Lopez,Cloud Architect,Account Director,UK,Male,B.Tech,Part time,7.3,19081.33,Indeed,2.95,-26.85430197714004,2023-06-08
"Wallace, Hughes and Haynes",Data Engineer,Aerospace Engineer,France,Male,MBA,Full time,6.7,19751.44,Indeed,7.93,51.174083616024376,2023-01-18
Schultz-Adams,Aerospace Engineer,Data Scientist,UK,Male,B.Tech,Contract,7.8,18819.62,Naukri,7.21,-26.85430197714004,2023-10-08
"Terry, Garcia and Rogers",Aerospace Engineer,Art Teacher,UK,Male,B.Tech,Part time,6.7,6245.13,Naukri,5.76,-26.85430197714004,2023-12-18
"Pittman, Gutierrez and Munoz",Account Director,Data Scientist,USA,Male,B.Tech,Intern,6.8,9731.52,Naukri,0.83,66.92586787149776,2023-12-08
Graham Ltd,Account Director,Art Teacher,UK,Male,B.Tech,Full time,7.3,5916.84,Monster,2.46,-26.85430197714004,2023-12-06
Leonard-Smith,Account Director,Aerospace Engineer,USA,Female,B.Tech,Part time,4.0,9242.71,Naukri,2.99,66.92586787149776,2023-05-31
Leonard-Smith,Account Director,Aerospace Engineer,UK,Male,B.Tech,Intern,2.3,17630.76,LinkedIn,3.12,-26.85430197714004,2023-06-06
"Anderson, Wong and Hall",Cloud Architect,Aerospace Engineer,UK,Female,B.Tech,Intern,7.3,10482.34,Monster,3.35,-26.85430197714004,2023-11-21
Hayes-Miller,Cloud Architect,Aerospace Engineer,India,Female,MBA,Intern,4.8,17904.29,Naukri,7.7,-3.9308056415674457,2023-02-19
Mccann Group,Cloud Architect,Aerospace Engineer,France,Female,PhD,Full time,2.6,19076.55,Monster,4.41,51.174083616024376,2023-12-06
White Group,Data Engineer,Aerospace Engineer,India,Male,M.Tech,Part time,0.9,12192.1,Indeed,1.07,-3.9308056415674457,2023-10-15
Leonard-Smith,Data Scientist,Data Scientist,India,Male,M.Tech,Full time,6.3,9799.43,Naukri,5.05,-3.9308056415674457,2023-05-01
"Nguyen, Mccormick and Ortiz",Account Director,Aerospace Engineer,Brazil,Female,M.Tech,Full time,0.9,12119.64,Monster,7.97,59.97537301382212,2023-08-31
Williams-Lopez,UX Designer,Account Director,Germany,Male,B.Tech,Intern,7.8,6792.57,Monster,6.77,-56.96839776870654,2023-10-11
"Hartman, Jones and Pace",Data Scientist,Aerospace Engineer,Germany,Male,MBA,Contract,4.2,14284.08,LinkedIn,7.83,-56.96839776870654,2023-12-05
"Galvan, Evans and Riddle",Cloud Architect,Account Director,India,Female,B.Tech,Full time,7.5,5201.34,Indeed,2.47,-3.9308056415674457,2023-12-14
"Galvan, Evans and Riddle",Data Scientist,Data Scientist,Brazil,Female,B.Tech,Intern,8.3,7696.81,Naukri,9.09,59.97537301382212,2023-06-13
"Byrd, Randall and Crosby",Data Scientist,Art Teacher,USA,Female,B.Tech,Part time,2.9,9137.55,Monster,4.82,66.92586787149776,2023-12-04
Nelson LLC,Data Engineer,Aerospace Engineer,Australia,Male,B.Tech,Full time,9.5,13406.04,Naukri,4.85,-66.90707543854938,2023-01-08
Schultz-Adams,Aerospace Engineer,Aerospace Engineer,Australia,Male,MBA,Intern,9.8,19674.84,Monster,6.76,-66.90707543854938,2023-02-09
"Pittman, Gutierrez and Munoz",Aerospace Engineer,Aerospace Engineer,Brazil,Male,B.Tech,Contract,9.1,6855.5,Indeed,4.29,59.97537301382212,2023-11-07
"Mullen, Hall and Torres",UX Designer,Art Teacher,Australia,Male,B.Tech,Part time,3.9,17389.26,Naukri,3.65,-66.90707543854938,2023-05-11
Walsh-Smith,Data Scientist,Aerospace Engineer,France,Male,PhD,Full time,8.5,16498.29,LinkedIn,4.61,51.174083616024376,2023-08-29
"Hutchinson, Snyder and Bennett",UX Designer,Account Director,Germany,Female,B.Tech,Intern,9.1,16889.26,LinkedIn,5.6,-56.96839776870654,2023-05-18
Nelson LLC,Account Director,Art Teacher,Germany,Male,B.Tech,Part time,7.6,17242.08,Indeed,1.85,-56.96839776870654,2023-03-13
"Allen, Williams and Spears",Account Director,Aerospace Engineer,Australia,Male,B.Tech,Contract,3.7,17652.07,Monster,2.29,-66.90707543854938,2023-03-11
"Zimmerman, Ellis and Smith",Account Director,Art Teacher,Germany,Male,B.Tech,Intern,5.5,6855.72,Naukri,6.58,-56.96839776870654,2023-01-04
Nelson LLC,Data Engineer,Art Teacher,Brazil,Female,MBA,Intern,5.3,10616.75,Indeed,0.61,59.97537301382212,2023-08-09
"Wallace, Hughes and Haynes",Account Director,Data Scientist,Germany,Male,M.Tech,Intern,8.5,15789.96,Indeed,7.49,-56.96839776870654,2023-05-20
Schultz-Adams,Data Scientist,Aerospace Engineer,UK,Male,MBA,Part time,6.8,10867.1,Indeed,0.73,-26.85430197714004,2023-10-19
Bates-Juarez,Account Director,Aerospace Engineer,USA,Female,PhD,Full time,3.0,9412.39,Monster,3.54,66.92586787149776,2023-07-07
Bates-Juarez,Data Scientist,Data Scientist,France,Male,B.Tech,Part time,6.7,5903.88,Indeed,3.81,51.174083616024376,2023-06-13
"Hutchinson, Snyder and Bennett",Aerospace Engineer,Account Director,Brazil,Male,B.Tech,Full time,8.6,10272.29,Naukri,5.98,59.97537301382212,2023-09-12
"Nguyen, Mccormick and Ortiz",Account Director,Account Director,Germany,Male,B.Tech,Intern,4.5,13135.34,Monster,0.54,-56.96839776870654,2023-07-04
"Wallace, Hughes and Haynes",Cloud Architect,Aerospace Engineer,USA,Male,B.Tech,Full time,2.3,11002.31,LinkedIn,4.06,66.92586787149776,2023-07-13
"Cabrera, Lee and Caldwell",Account Director,Account Director,Australia,Female,M.Tech,Full time,3.7,10869.12,Indeed,6.0,-66.90707543854938,2023-05-17
"Galvan, Evans and Riddle",UX Designer,Account Director,India,Female,B.Tech,Full time,3.7,18040.92,LinkedIn,9.42,-3.9308056415674457,2023-05-30
"Mullen, Hall and Torres",Art Teacher,Aerospace Engineer,Germany,Female,B.Tech,Intern,1.2,18115.42,Naukri,9.64,-56.96839776870654,2023-04-13
"Pittman, Gutierrez and Munoz",Account Director,Account Director,USA,Female,PhD,Part time,5.4,15638.61,Monster,9.47,66.92586787149776,2023-10-26
"Hutchinson, Snyder and Bennett",Data Scientist,Account Director,Brazil,Female,B.Tech,Intern,1.9,7938.91,Monster,2.64,59.97537301382212,2023-01-02
"Pittman, Gutierrez and Munoz",Aerospace Engineer,Data Scientist,Brazil,Female,B.Tech,Contract,9.7,9963.55,Indeed,6.07,59.97537301382212,2023-07-23
White Group,Art Teacher,Data Scientist,Germany,Male,M.Tech,Part time,1.4,10602.64,Naukri,5.46,-56.96839776870654,2023-07-12
"Anderson, Wong and Hall",Account Director,Art Teacher,Brazil,Male,B.Tech,Part time,2.2,6319.17,Naukri,9.3,59.97537301382212,2023-08-16
Mccann Group,Data Scientist,Data Scientist,France,Male,M.Tech,Contract,2.0,16148.43,Monster,6.57,51.174083616024376,2023-10-06
Nelson LLC,Art Teacher,Art Teacher,Germany,Male,MBA,Intern,8.2,7496.52,LinkedIn,9.16,-56.96839776870654,2023-12-21
"Hartman, Jones and Pace",Aerospace Engineer,Data Scientist,India,Female,B.Tech,Contract,5.1,13713.55,Naukri,8.7,-3.9308056415674457,2023-11-15
Hayes-Miller,UX Designer,Account Director,France,Female,M.Tech,Full time,9.8,16055.11,LinkedIn,9.23,51.174083616024376,2023-10-15
Mccann Group,Data Scientist,Art Teacher,UK,Male,B.Tech,Full time,4.7,8179.54,Monster,2.91,-26.85430197714004,2023-04-05
"Humphrey, Nash and Lee",Art Teacher,Account Director,Brazil,Male,PhD,Contract,6.0,8992.91,Monster,0.64,59.97537301382212,2023-08-28
Schultz-Adams,UX Designer,Aerospace Engineer,Brazil,Female,MBA,Contract,5.4,7663.33,Indeed,5.85,59.97537301382212,2023-10-05
Bates-Juarez,UX Designer,Aerospace Engineer,India,Male,B.Tech,Part time,9.4,10396.71,LinkedIn,7.66,-3.9308056415674457,2023-05-09
"Byrd, Randall and Crosby",Account Director,Account Director,France,Male,MBA,Contract,6.9,13422.58,Monster,2.5,51.174083616024376,2023-02-12
"Hutchinson, Snyder and Bennett",Account Director,Aerospace Engineer,UK,Male,M.Tech,Intern,9.4,6008.15,LinkedIn,0.81,-26.85430197714004,2023-05-07
"Hernandez, Henry and Roberts",Art Teacher,Aerospace Engineer,UK,Female,M.Tech,Intern,9.4,14297.17,Naukri,4.82,-26.85430197714004,2023-09-13
"Mullen, Hall and Torres",Data Scientist,Account Director,USA,Female,PhD,Intern,2.4,6926.09,LinkedIn,1.82,66.92586787149776,2023-12-10
Schultz-Adams,Account Director,Data Scientist,Germany,Male,B.Tech,Intern,3.7,7785.3,Indeed,4.02,-56.96839776870654,2023-10-24
"Anderson, Wong and Hall",Art Teacher,Aerospace Engineer,Australia,Female,B.Tech,Contract,7.0,6168.68,Monster,2.4,-66.90707543854938,2023-01-10
Bates-Juarez,UX Designer,Aerospace Engineer,France,Male,B.Tech,Intern,6.0,13356.53,Monster,1.96,51.174083616024376,2023-02-05
"Terry, Garcia and Rogers",Account Director,Art Teacher,Brazil,Male,B.Tech,Contract,1.5,10456.14,Naukri,8.95,59.97537301382212,2023-09-14
"Mullen, Hall and Torres",Data Scientist,Aerospace Engineer,Australia,Male,B.Tech,Full time,9.5,17736.53,Monster,1.51,-66.90707543854938,2023-03-29
"Cabrera, Lee and Caldwell",Data Scientist,Account Director,France,Female,B.Tech,Part time,7.2,8539.98,LinkedIn,5.9,51.174083616024376,2023-11-07
"Pittman, Gutierrez and Munoz",Data Engineer,Account Director,India,Male,B.Tech,Intern,0.9,15493.43,Naukri,3.13,-3.9308056415674457,2023-04-08
"Pittman, Gutierrez and Munoz",Aerospace Engineer,Art Teacher,USA,Male,B.Tech,Intern,0.7,14063.95,Naukri,7.86,66.92586787149776,2023-09-04
Graham Ltd,Account Director,Data Scientist,India,Male,B.Tech,Intern,7.4,13229.32,Monster,8.44,-3.9308056415674457,2023-03-22
"Zimmerman, Ellis and Smith",Cloud Architect,Art Teacher,Australia,Male,MBA,Full time,6.5,16189.78,LinkedIn,5.36,-66.90707543854938,2023-03-27
"Wallace, Hughes and Haynes",Account Director,Aerospace Engineer,UK,Female,B.Tech,Part time,7.6,16287.78,Naukri,4.94,-26.85430197714004,2023-07-30
"Terry, Garcia and Rogers",Cloud Architect,Art Teacher,Brazil,Female,B.Tech,Contract,4.1,18797.23,Indeed,6.63,59.97537301382212,2023-06-25
"Byrd, Randall and Crosby",UX Designer,Data Scientist,France,Male,B.Tech,Full time,9.6,12983.37,Monster,3.35,51.174083616024376,2023-12-23
"Cabrera, Lee and Caldwell",Cloud Architect,Account Director,France,Female,B.Tech,Intern,3.2,12257.13,Monster,3.17,51.174083616024376,2023-10-10
Anderson-Evans,Data Engineer,Art Teacher,Australia,Female,B.Tech,Contract,5.2,14565.34,Indeed,8.55,-66.90707543854938,2023-09-05
Williams-Lopez,Data Scientist,Account Director,India,Female,B.Tech,Contract,1.3,12358.95,Indeed,9.14,-3.9308056415674457,2023-01-29
Walsh-Smith,Cloud Architect,Data Scientist,UK,Female,B.Tech,Intern,7.7,13375.63,Naukri,5.51,-26.85430197714004,2023-12-06
"Byrd, Randall and Crosby",Data Engineer,Account Director,India,Male,B.Tech,Part time,4.1,11265.37,Naukri,7.36,-3.9308056415674457,2023-07-30
"Byrd, Randall and Crosby",Data Engineer,Aerospace Engineer,Brazil,Female,B.Tech,Intern,7.6,16526.14,Indeed,2.06,59.97537301382212,2023-06-02
"Zimmerman, Ellis and Smith",Cloud Architect,Data Scientist,Brazil,Female,B.Tech,Intern,4.2,17484.72,LinkedIn,2.18,59.97537301382212,2023-01-25
"Nguyen, Mccormick and Ortiz",UX Designer,Account Director,France,Female,B.Tech,Intern,9.5,11319.08,Monster,5.56,51.174083616024376,2023-07-25
White Group,Account Director,Data Scientist,India,Female,B.Tech,Full time,9.4,7176.19,Monster,5.49,-3.9308056415674457,2023-09-22
"Terry, Garcia and Rogers",Art Teacher,Art Teacher,France,Female,B.Tech,Full time,9.3,13867.27,Naukri,9.59,51.174083616024376,2023-05-09
"Allen, Williams and Spears",Data Scientist,Aerospace Engineer,India,Female,PhD,Intern,2.0,7882.29,LinkedIn,8.02,-3.9308056415674457,2023-06-24
"Humphrey, Nash and Lee",Data Engineer,Aerospace Engineer,France,Male,PhD,Full time,5.0,10481.81,Monster,5.36,51.174083616024376,2023-10-18
"Mullen, Hall and Torres",Account Director,Account Director,France,Female,B.Tech,Full time,1.1,16374.21,LinkedIn,8.13,51.174083616024376,2023-09-05
"Hartman, Jones and Pace",Cloud Architect,Aerospace Engineer,Australia,Female,M.Tech,Part time,1.7,8172.5,Monster,4.2,-66.90707543854938,2023-05-23
"Galvan, Evans and Riddle",Aerospace Engineer,Account Director,USA,Male,B.Tech,Full time,4.9,8782.19,LinkedIn,2.38,66.92586787149776,2023-06-28
"Hartman, Jones and Pace",Aerospace Engineer,Aerospace Engineer,France,Female,PhD,Contract,9.8,6743.9,Indeed,7.51,51.174083616024376,2023-11-10
"Byrd, Randall and Crosby",Data Scientist,Data Scientist,Germany,Female,B.Tech,Part time,6.9,8355.38,Indeed,6.52,-56.96839776870654,2023-03-08
"Galvan, Evans and Riddle",Data Scientist,Aerospace Engineer,USA,Female,B.Tech,Intern,10.0,18700.5,Indeed,0.7,66.92586787149776,2023-05-24
"Hernandez, Henry and Roberts",Account Director,Aerospace Engineer,Germany,Female,M.Tech,Intern,9.4,10056.41,Indeed,9.44,-56.96839776870654,2023-04-05
"Hernandez, Henry and Roberts",Data Engineer,Data Scientist,India,Female,PhD,Intern,9.8,17618.81,Indeed,2.49,-3.9308056415674457,2023-04-18
"Allen, Williams and Spears",Art Teacher,Account Director,UK,Male,M.Tech,Intern,0.3,13155.29,Naukri,6.54,-26.85430197714004,2023-05-23
"Alvarado, Mcbride and Valenzuela",Cloud Architect,Art Teacher,UK,Female,MBA,Part time,4.9,14035.7,LinkedIn,5.07,-26.85430197714004,2023-03-06
"Humphrey, Nash and Lee",Aerospace Engineer,Art Teacher,UK,Male,B.Tech,Contract,3.9,17315.81,Naukri,8.7,-26.85430197714004,2023-02-14
"Zimmerman, Ellis and Smith",UX Designer,Data Scientist,USA,Female,M.Tech,Contract,4.4,16805.87,Monster,9.86,66.92586787149776,2023-08-13
"Cabrera, Lee and Caldwell",Cloud Architect,Art Teacher,Germany,Female,PhD,Full time,8.2,17196.92,Monster,7.2,-56.96839776870654,2023-08-28
Williams-Lopez,Data Scientist,Data Scientist,Brazil,Female,B.Tech,Intern,0.4,8811.6,LinkedIn,8.81,59.97537301382212,2023-06-30
"Bradley, Hernandez and Hancock",Account Director,Aerospace Engineer,Germany,Female,B.Tech,Contract,3.7,9327.54,Indeed,1.17,-56.96839776870654,2023-03-24
Bates-Juarez,Account Director,Art Teacher,France,Male,B.Tech,Intern,8.9,10067.11,LinkedIn,8.85,51.174083616024376,2023-03-22
"Byrd, Randall and Crosby",Aerospace Engineer,Data Scientist,USA,Female,PhD,Intern,6.3,8576.0,Naukri,8.37,66.92586787149776,2023-04-12
"Terry, Garcia and Rogers",Account Director,Art Teacher,UK,Male,PhD,Contract,1.1,12045.66,LinkedIn,4.42,-26.85430197714004,2023-04-18
Leonard-Smith,Cloud Architect,Data Scientist,India,Male,B.Tech,Part time,5.5,13214.79,Monster,5.29,-3.9308056415674457,2023-04-13
Nelson LLC,Data Scientist,Data Scientist,USA,Male,M.Tech,Contract,6.7,6664.48,Naukri,8.81,66.92586787149776,2023-01-02
"Humphrey, Nash and Lee",Account Director,Account Director,USA,Female,B.Tech,Part time,2.9,16243.48,Indeed,5.4,66.92586787149776,2023-07-04
Walsh-Smith,Account Director,Data Scientist,France,Female,B.Tech,Part time,1.5,6671.38,Indeed,7.77,51.174083616024376,2023-10-30
Anderson-Evans,UX Designer,Art Teacher,India,Female,MBA,Contract,1.4,18568.16,Naukri,7.03,-3.9308056415674457,2023-07-03
"Bradley, Hernandez and Hancock",Data Engineer,Data Scientist,Brazil,Female,B.Tech,Full time,8.7,17490.35,Naukri,1.72,59.97537301382212,2023-04-27
"Hartman, Jones and Pace",UX Designer,Aerospace Engineer,India,Female,B.Tech,Contract,6.4,8422.62,Indeed,9.12,-3.9308056415674457,2023-07-01
Mccann Group,Cloud Architect,Art Teacher,Brazil,Male,B.Tech,Full time,2.7,6749.95,Indeed,8.05,59.97537301382212,2023-06-01
"Hartman, Jones and Pace",Account Director,Aerospace Engineer,Australia,Male,B.Tech,Full time,8.1,8040.41,Monster,2.68,-66.90707543854938,2023-07-25
"Nguyen, Mccormick and Ortiz",Cloud Architect,Data Scientist,USA,Male,B.Tech,Full time,1.3,14239.96,LinkedIn,4.93,66.92586787149776,2023-02-18
Williams-Lopez,Data Scientist,Aerospace Engineer,India,Male,B.Tech,Intern,8.5,13542.17,Monster,0.64,-3.9308056415674457,2023-06-11
Crawford-Morrison,UX Designer,Data Scientist,France,Female,B.Tech,Intern,1.2,12500.88,Monster,1.71,51.174083616024376,2023-04-15
Anderson-Evans,Account Director,Data Scientist,Australia,Male,B.Tech,Full time,9.7,8676.83,Naukri,9.69,-66.90707543854938,2023-07-14
"Alvarado, Mcbride and Valenzuela",UX Designer,Account Director,Germany,Female,B.Tech,Part time,2.1,18818.12,Indeed,6.91,-56.96839776870654,2023-09-27
"Alvarado, Mcbride and Valenzuela",Data Scientist,Account Director,UK,Female,B.Tech,Intern,0.1,19046.03,LinkedIn,3.07,-26.85430197714004,2023-06-27
Walsh-Smith,Cloud Architect,Art Teacher,Australia,Female,B.Tech,Intern,2.6,8054.68,Monster,5.53,-66.90707543854938,2023-05-19
"Hutchinson, Snyder and Bennett",Art Teacher,Art Teacher,Brazil,Male,B.Tech,Part time,5.0,13435.14,LinkedIn,8.86,59.97537301382212,2023-03-20
"Hernandez, Henry and Roberts",Aerospace Engineer,Data Scientist,Brazil,Male,M.Tech,Contract,0.8,16112.36,Indeed,3.94,59.97537301382212,2023-03-04
Mccann Group,Cloud Architect,Data Scientist,India,Female,M.Tech,Intern,8.6,7624.83,Indeed,8.6,-3.9308056415674457,2023-02-12
"Wallace, Hughes and Haynes",Aerospace Engineer,Account Director,Germany,Female,B.Tech,Full time,7.8,8681.1,LinkedIn,0.56,-56.96839776870654,2023-07-30
Graham Ltd,Art Teacher,Art Teacher,Germany,Female,B.Tech,Full time,8.4,10761.25,LinkedIn,7.33,-56.96839776870654,2023-05-24
"Anderson, Wong and Hall",Art Teacher,Account Director,Germany,Female,B.Tech,Intern,2.8,14754.71,LinkedIn,4.23,-56.96839776870654,2023-12-13
Hayes-Miller,Data Engineer,Data Scientist,Australia,Female,B.Tech,Intern,8.2,10875.08,Naukri,6.92,-66.90707543854938,2023-04-18
"Byrd, Randall and Crosby",UX Designer,Art Teacher,Brazil,Male,B.Tech,Full time,2.9,16812.75,Indeed,0.98,59.97537301382212,2023-06-29
"Anderson, Wong and Hall",Aerospace Engineer,Account Director,Brazil,Female,B.Tech,Intern,10.0,8986.5,Monster,1.6,59.97537301382212,2023-12-04
"Anderson, Wong and Hall",Data Scientist,Aerospace Engineer,UK,Male,MBA,Intern,4.2,12701.87,Indeed,9.34,-26.85430197714004,2023-11-20
"Alvarado, Mcbride and Valenzuela",Aerospace Engineer,Aerospace Engineer,India,Female,B.Tech,Full time,1.3,19261.78,Indeed,1.84,-3.9308056415674457,2023-01-18
"Zimmerman, Ellis and Smith",Account Director,Account Director,Germany,Male,B.Tech,Part time,2.4,12928.03,LinkedIn,4.54,-56.96839776870654,2023-07-17
"Hutchinson, Snyder and Bennett",Cloud Architect,Art Teacher,India,Female,B.Tech,Contract,7.1,18330.51,Naukri,4.21,-3.9308056415674457,2023-02-03
"Zimmerman, Ellis and Smith",Art Teacher,Art Teacher,India,Male,B.Tech,Intern,9.3,6946.78,LinkedIn,3.81,-3.9308056415674457,2023-12-11
"Alvarado, Mcbride and Valenzuela",UX Designer,Art Teacher,Germany,Male,B.Tech,Part time,7.2,17709.07,Monster,3.0,-56.96839776870654,2023-10-31
Leonard-Smith,Aerospace Engineer,Account Director,France,Male,B.Tech,Part time,8.2,8642.56,Indeed,9.33,51.174083616024376,2023-02-27
"Alvarado, Mcbride and Valenzuela",Cloud Architect,Art Teacher,Germany,Male,B.Tech,Part time,9.8,14983.16,Monster,0.58,-56.96839776870654,2023-09-05
Hayes-Miller,Data Scientist,Art Teacher,Brazil,Male,M.Tech,Full time,1.2,11784.78,Indeed,1.8,59.97537301382212,2023-11-27
Williams-Lopez,Aerospace Engineer,Art Teacher,Germany,Female,B.Tech,Intern,3.6,6222.61,Naukri,3.48,-56.96839776870654,2023-12-05
"Nguyen, Mccormick and Ortiz",Account Director,Account Director,Germany,Male,B.Tech,Part time,1.4,14991.91,Monster,7.41,-56.96839776870654,2023-11-11
"Anderson, Wong and Hall",Cloud Architect,Data Scientist,UK,Female,MBA,Contract,8.4,10047.01,LinkedIn,8.38,-26.85430197714004,2023-11-10
"Bradley, Hernandez and Hancock",Data Engineer,Data Scientist,France,Male,B.Tech,Intern,8.2,18489.76,Monster,3.09,51.174083616024376,2023-09-05
"Byrd, Randall and Crosby",Account Director,Data Scientist,UK,Female,B.Tech,Part time,4.0,19313.31,Indeed,8.4,-26.85430197714004,2023-07-01
"Pittman, Gutierrez and Munoz",Account Director,Aerospace Engineer,Australia,Female,B.Tech,Full time,6.9,5037.3,Monster,8.72,-66.90707543854938,2023-09-12
"Zimmerman, Ellis and Smith",Art Teacher,Data Scientist,UK,Male,B.Tech,Part time,1.9,17961.88,Monster,7.59,-26.85430197714004,2023-08-21
"Pittman, Gutierrez and Munoz",Data Engineer,Account Director,India,Male,PhD,Contract,3.4,16945.94,Naukri,6.47,-3.9308056415674457,2023-08-24
"Terry, Garcia and Rogers",UX Designer,Account Director,Brazil,Male,B.Tech,Intern,3.2,15444.17,Monster,6.72,59.97537301382212,2023-05-01
Williams-Lopez,Aerospace Engineer,Account Director,France,Male,B.Tech,Part time,1.5,15191.54,LinkedIn,8.29,51.174083616024376,2023-07-24
"Alvarado, Mcbride and Valenzuela",Data Scientist,Aerospace Engineer,USA,Male,B.Tech,Full time,5.2,9841.39,LinkedIn,6.45,66.92586787149776,2023-11-29
"Galvan, Evans and Riddle",Account Director,Art Teacher,Australia,Male,MBA,Contract,6.1,8007.51,Indeed,1.14,-66.90707543854938,2023-03-22
Nelson LLC,Data Scientist,Data Scientist,Australia,Female,MBA,Contract,6.4,16551.22,Indeed,7.39,-66.90707543854938,2023-05-11
"Zimmerman, Ellis and Smith",Cloud Architect,Data Scientist,Germany,Female,B.Tech,Part time,3.5,6148.3,LinkedIn,5.76,-56.96839776870654,2023-07-31
Walsh-Smith,Aerospace Engineer,Data Scientist,India,Female,B.Tech,Contract,9.3,11213.34,Naukri,6.1,-3.9308056415674457,2023-10-17
"Anderson, Wong and Hall",Cloud Architect,Data Scientist,Brazil,Male,MBA,Intern,2.6,9219.9,LinkedIn,4.58,59.97537301382212,2023-07-09
"Humphrey, Nash and Lee",Account Director,Aerospace Engineer,Germany,Female,B.Tech,Intern,7.5,16515.08,Naukri,9.21,-56.96839776870654,2023-12-18
Thomas-Johnson,Data Scientist,Data Scientist,India,Female,MBA,Intern,7.3,11619.2,Monster,3.66,-3.9308056415674457,2023-05-07
"Hutchinson, Snyder and Bennett",Cloud Architect,Data Scientist,India,Female,PhD,Intern,9.5,14913.06,LinkedIn,4.72,-3.9308056415674457,2023-01-06
Walsh-Smith,Aerospace Engineer,Art Teacher,Brazil,Female,B.Tech,Part time,2.3,17333.03,Naukri,2.0,59.97537301382212,2023-06-04
"Cabrera, Lee and Caldwell",Art Teacher,Aerospace Engineer,Germany,Male,B.Tech,Contract,7.5,18722.94,Naukri,0.68,-56.96839776870654,2023-11-27
Walsh-Smith,Data Engineer,Data Scientist,Brazil,Male,B.Tech,Intern,5.4,17443.48,LinkedIn,1.26,59.97537301382212,2023-08-14
Mccann Group,Data Scientist,Data Scientist,France,Male,B.Tech,Intern,5.5,16542.96,LinkedIn,3.68,51.174083616024376,2023-02-21
Schultz-Adams,Aerospace Engineer,Aerospace Engineer,USA,Male,M.Tech,Full time,9.3,16976.48,Indeed,8.04,66.92586787149776,2023-01-29
